	, www Profile.xml
Apttus__APTS_Agreement__c.Apttus__FF_View_Final_Contract__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Import_Offline_Document__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__InitiateTermination__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Initiation_Type__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Internal_Renewal_Notification_Days__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Internal_Renewal_Start_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__IsInternalReview__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__IsLocked__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Is_System_Update__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__LatestDocId__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Non_Standard_Legal_Language__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Other_Party_Returned_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Other_Party_Sent_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Other_Party_Signed_By_Unlisted__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Other_Party_Signed_By__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Other_Party_Signed_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Other_Party_Signed_Title__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Outstanding_Days__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Owner_Expiration_Notice__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Parent_Agreement__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Perpetual__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Primary_Contact__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Related_Opportunity__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Remaining_Contracted_Days__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Renewal_Notice_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Renewal_Notice_Days__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Request_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Requestor__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__RetentionDate__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__RetentionPolicyId__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Risk_Rating__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Source__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Special_Terms__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Status_Category__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Status__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Submit_Request_Mode__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Subtype__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Term_Months__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__TerminationComments__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Termination_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Termination_Notice_Days__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Termination_Notice_Issue_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Total_Contract_Value__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__VersionAware__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Version_Number__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Version__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Workflow_Trigger_Created_From_Clone__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Apttus__Workflow_Trigger_Viewed_Final__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Are_there_any_Non_standard_Restrictions__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Auto_Notice_To_Vormetric__c,readable=false/editable=false
Apttus__APTS_Agreement__c.BU_Family__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CLLA_Expiry_Notification_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CLLA_Hardware_Model__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CLLA_Hardware_Platform__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CLLA_Hardware_Serial_Number__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CLLA_PCR__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CLLA_TKR_Business_Purpose__c,readable=false/editable=false
Apttus__APTS_Agreement__c.COD_Activation_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CadenceProjectName__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Cadence_Project_Name__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Cadence_Project_Owner__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Cancel_COD_Button_Clicked__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Cancel_Request_OF_Legal__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Cancel_Request_admin__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Cancel_Request_requesters__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Chamber_Selection__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Chamber_Type__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Comments__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Copy_Signed_Agreement_Details_of_Request__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Country__c,readable=false/editable=false
Apttus__APTS_Agreement__c.CustomerOrChannelPartner__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Customer_Contact_Email__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Customer_Contact_Name__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Customer_Contact_Phone__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Customer_Vendor_Other_Project_Name__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Customer_name__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Deadline_of_submission__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Delivery_Instructions__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Disclosing_period_end_date_Formatted__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Document_Uploaded__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Downloaded_Template_Name__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Email_to_Server_Contacts__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Employee_Copied__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Employee_Name_in_SFDC__c,readable=false/editable=false
Apttus__APTS_Agreement__c.FF_Activate__c,readable=false/editable=false
Apttus__APTS_Agreement__c.FF_Execure_Custom__c,readable=false/editable=false
Apttus__APTS_Agreement__c.FF_Fix_Send_To_Other_Party_For_Review__c,readable=false/editable=false
Apttus__APTS_Agreement__c.FF_Fix_Send_To_Other_Party_Signatures__c,readable=false/editable=false
Apttus__APTS_Agreement__c.HW_HS_Product_Count__c,readable=false/editable=false
Apttus__APTS_Agreement__c.HW_SAP_Order_Number__c,readable=false/editable=false
Apttus__APTS_Agreement__c.If_Urgent_please_explain__c,readable=false/editable=false
Apttus__APTS_Agreement__c.If_yes_has_a_patent_application_been_fi__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_39R_Prefix_Product__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_Agreement_Activated__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_Agreement_Extended__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_Converted__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_Export_Control_Volume__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_VIP_Product__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Is_a_Customer__c,readable=false/editable=false
Apttus__APTS_Agreement__c.LWR_IP_RequestType_subtype__c,readable=false/editable=false
Apttus__APTS_Agreement__c.LWR_Request_Type__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Legal_Approval_Unchecked__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Legal_Notes__c,readable=false/editable=false
Apttus__APTS_Agreement__c.Marketing_Type__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Access_to_Source_Code__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Adding_Cadence_employees__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Agreement_Status__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Cadence_Authorized_Employees__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Cadence_Disclosing_Other__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Cadence_Entity__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Cadence_Programs__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Cadence_patent_application__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Cadence_providing_or_receiving__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Citizens_Terrorist__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Competitor_Data__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Confidential_Information__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Connection_with_following__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Contamination_Flag__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Customer_Vendor_Other_Party__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Describe_Competitor_Data__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Describe_Other_Question__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Details_of_Other_Purpose_1__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Details_of_Other_Purpose_2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Details_of_Other_Purpose_3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Disclose_Competitor_Data__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Disclosing_Period_Start_Date__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Disclosing_Period__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Disclosure_Addendum_DA__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Document_Status__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Document_Upload__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Existing_Agreement__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Existing_Disclosure_Addendum__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Export_Flag__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_External_Paper_v_Cadence_Paper__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_General_Cadence_NDA_individual__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Generate__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_IS_MASTER__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_ITAR_controls__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Information_Cadence_Program__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Information_on_Delivery__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Innovation_or_Invention__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Invention_disclosure_form__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MNDA_CITR_MASTER_ASSOC_AMEND__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_Customer1__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_Customer2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_Customer3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_OtherParty1__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_OtherParty2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_OtherParty3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_OtherParty_Name1__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_OtherParty_Name2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_MultiParty_OtherParty_Name3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_NWR_Document_Uploaded_Comments__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_NWR_Flag__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Other_Party_Disclosing_Other_2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Other_Party_Disclosing_Other_3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Other_Party_Disclosing_Other__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Other_Party_disclosing_2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Other_Party_disclosing_3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Patent_Flag__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Please_provide_the_ECCN__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Preview_Button__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Providing_Source_code_NDA__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_Disc_Exchange_Conf_2__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_Disc_Exchange_Conf_3__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_Disc_Exchange_Conf__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_NDA_being_Amended__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_Same_Customer__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_for_Customer__c,readable=false/editable=false
Apttus__APTS_Agreement__c.NDA_APTPS_Purpose_of_the_Revision__c,readable=false/editable=false
